text,labels
سپرد آن زمان پشت لشکر بدوی / که بد جای گردان پرخاشجوی,داستان دوازده رخ
برفتند با گیو جنگاوران / چو گرگین و چون زنگهٔ شاوران,داستان دوازده رخ
درفشی فرستاد و سیصد سوار / نگهبان لشکر سوی رودبار,داستان دوازده رخ
همیدون فرستاد بر سوی کوه / درفشی و سیصد ز گردان گروه,داستان دوازده رخ
یکی دیده بان بر سر کوهسار / نگهبان روز و ستاره شمار,داستان دوازده رخ
شب و روز گردن برافراخته / ازان دیده گه دیده بان ساخته,داستان دوازده رخ
بجستی همی تا ز توران سپاه / پی مور دیدی نهاده براه,داستان دوازده رخ
ز دیده خروشیدن آراستی / بگفتی بگودرز و برخاستی,داستان دوازده رخ
بیاراست آن رزمگاه / که رزم آرزو کرد خورشید و ماه,داستان دوازده رخ
چو سالار شایسته باشد بجنگ / نترسد سپاه از دلاور نهنگ,داستان دوازده رخ
ازان پس بیامد بسالارگاه / که دارد سپه را ز دشمن نگاه,داستان دوازده رخ
درفش دلفروز بر پای کرد / سپه را بقلب اندرون جای کرد,داستان دوازده رخ
سران را همه خواند نزدیک خویش / پس پشت شیدوش و فرهاد پیش,داستان دوازده رخ
بدست چپش رزم دیده هجیر / سوی راست کتمارهٔ شیرگیر,داستان دوازده رخ
ببستند ز آهن بگردش سرای / پس پشت پیلان جنگی بپای,داستان دوازده رخ
سپهدار گودرزشان در میان / درفش از برش سایهٔ کاویان,داستان دوازده رخ
همی بستد از ماه و خورشید نور / نگه کرد پیران بلشکر ز دور,داستان دوازده رخ
بدان ساز و آن لشکر آراستن / دل از ننگ و تیمار پیراستن,داستان دوازده رخ
در و دشت و کوه و بیابان سنان / عنان بافته سربسر با عنان,داستان دوازده رخ
سپهدار پیران غمی گشت سخت / برآشفت با تیره خورشید بخت,داستان دوازده رخ
ازان پس نگه کرد جای سپاه / نیامدش بر آرزو رزمگاه,داستان دوازده رخ
نه آوردگه دید و نه جای صف / همی برزد از خشم کف را بکف,داستان دوازده رخ
برین گونه کآمد ببایست ساخت / چو سوی یلان چنگ بایست آخت,داستان دوازده رخ
پس از نامداران افراسیاب / کسی کش سر از کینه گیرد شتاب,داستان دوازده رخ
گزین کرد شمشیرزن سی هزار / که بودند شایستهٔ کارزار,داستان دوازده رخ
بهومان سپرد آن زمان قلبگاه / سپاهی هژبر اوژن و رزمخواه,داستان دوازده رخ
بخواند اندریمان و او خواست را / نهاد چپ لشکر و راست را,داستان دوازده رخ
چپ لشکرش را بدیشان سپرد / ابا سی هزار از دلیران گرد,داستان دوازده رخ
چو لهاک جنگی و فرشیدورد / ابا سی هزار از دلیران مرد,داستان دوازده رخ
گرفتند بر میمنه جایگاه / جهان سربسر گشت ز آهن سیاه,داستان دوازده رخ
چو زنگولهٔ گرد و کلباد را / سپهرم که بد روز فریاد را,داستان دوازده رخ
برفتند با نیزه ور ده هزار / بپشت سواران خنجرگزار,داستان دوازده رخ
برون رفت رویین رویینه تن / ابا ده هزار از یلان ختن,داستان دوازده رخ
بدان تا دران بیشه اندر چو شیر / کمینگه کند با یلان دلیر,داستان دوازده رخ
طلایه فرستاد بر سوی کوه / سپهدار ایران شود زو ستوه,داستان دوازده رخ
گر از رزمگه پی نهد پیشتر / وگر جنبد از خویشتن بیشتر,داستان دوازده رخ
سپهدار رویین بکردار شیر / پس پشت او اندر آید دلیر,داستان دوازده رخ
کرد / که جنگ سواران بی اندوه کرد,داستان دوازده رخ
ز ایرانیان گر سواری ز دور / عنان تافتی سوی پیکار تور,داستان دوازده رخ
نگهبان دیده گرفتی خروش / همه رزمگاه آمدی زو بجوش,داستان دوازده رخ
دو لشکر بروی اندر آورد روی / همه نامداران پرخاشجوی,داستان دوازده رخ
چنین ایستاده سه روز و سه شب / یکی را بگفتن نجنبید لب,داستان دوازده رخ
همی گفت گودرز گر پشت خویش / سپارم بدیشان نهم پای پیش,داستان دوازده رخ
سپاه اندر آید پس پشت من / نماند جز از باد در مشت من,داستان دوازده رخ
شب و روز بر پای پیش سپاه / همی جست نیک اختر هور و ماه,داستان دوازده رخ
که روزی که آن روز نیک اخترست / کدامست و جنبش کرا بهترست,داستان دوازده رخ
کجا بردمد باد روز نبرد / که چشم سواران بپوشد بگرد,داستان دوازده رخ
بریشان بیابم مگر دستگاه / بکردار باد اندر آرم سپاه,داستان دوازده رخ
نهاده سپهدار پیران دو چشم / که گودرز رادل بجوشد ز خشم,داستان دوازده رخ
کند پشت بر دشت و راند سپاه / سپاه اندآرد بپشت سپاه,داستان دوازده رخ
بروز چهارم ز پیش سپاه / بشد بیژن گیو تا قلبگاه,داستان دوازده رخ
بپیش پدر شد همه جامه چاک / همی بسمان بر پراگند خاک,داستان دوازده رخ
بدو گفت کای باب کارآزمای / چه داری چنین خیره ما را بپای,داستان دوازده رخ
بپنجم فرازآمد این روزگار / شب و روز آسایش آموزگار,داستان دوازده رخ
نه خورشید شمشیر گردان بدید / نه گردی بروی هوا بردمید,داستان دوازده رخ
سواران بخفتان و خود اندرون / یکی رابرگ بر نجنبید خون,داستان دوازده رخ
بایران پس از رستم نامدار / نبودی چو گودرز دیگر سوار,داستان دوازده رخ
چینن تا بیامد ز جنگ پشن / ازان کشتن و رزمگاه گشن,داستان دوازده رخ
بلاون که چندان پسر کشته دید / سر بخت ایرانیان گشته دید,داستان دوازده رخ
جگر خسته گشستست و گم کرده راه / نخواهد که بیند همی رزمگاه,داستان دوازده رخ
بپیرانش بر چشم باید فگند / نهادست سر سوی کوه بلند,داستان دوازده رخ
